B,T,Mal,Fre,Op,Total
510,250,4.51685,0.000719056,0.000105019,4.51767
470,340,4.50474,0.000947244,0.00012914,4.50582
130,420,0.0929232,0.000419427,4.9932e-05,0.0933926
310,150,4.58812,0.000319225,4.1652e-05,4.58848
490,30,4.48107,0.000211204,3.2147e-05,4.48131
460,120,4.50863,0.000350832,4.4444e-05,4.50902
340,290,4.49111,0.000615565,8.2924e-05,4.49181
20,300,4.5079,0.000183492,3.0612e-05,4.50811
460,110,4.48503,0.000329678,4.5303e-05,4.48541
440,10,4.47891,0.000166816,2.9582e-05,4.4791
250,80,4.49455,0.000224747,3.0739e-05,4.49481
80,410,4.49717,0.000265382,3.2264e-05,4.49747
70,310,4.46485,0.000230315,3.021e-05,4.46511
400,500,4.52057,0.00105874,0.000161341,4.52179
310,360,0.0942843,0.000793857,9.4171e-05,0.0951723
320,410,4.50784,0.000823445,0.000109014,4.50877
230,480,4.48335,0.00063796,9.1247e-05,4.48408
160,20,4.65741,0.000183904,2.9657e-05,4.65762
470,120,4.55844,0.0003554,4.7954e-05,4.55884
430,90,4.4983,0.000285547,3.7359e-05,4.49863
340,20,4.47957,0.000173287,2.9118e-05,4.47977
160,340,4.48991,0.000342173,4.739e-05,4.4903
340,60,4.46239,0.00023306,3.0633e-05,4.46266
500,350,4.50678,0.000984872,0.000142226,4.5079
290,430,4.50481,0.000717648,0.000102351,4.50563
450,220,4.4829,0.000585329,8.2575e-05,4.48356
430,300,4.48954,0.000706115,0.000106884,4.49036
20,230,4.48358,0.000176308,2.9972e-05,4.48379
440,430,4.49689,0.00102195,0.000154605,4.49807
420,190,4.50366,0.00116329,5.9947e-05,4.50488
350,510,4.5106,0.000994704,0.000145109,4.51174
320,460,4.50737,0.000865047,0.000120409,4.50835
340,180,4.48826,0.000376697,5.1738e-05,4.48869
450,120,4.51701,0.000351351,4.6648e-05,4.51741
200,370,0.0758234,0.000403675,6.4715e-05,0.0762918
510,200,4.51152,0.000643618,7.7297e-05,4.51224
510,190,4.48435,0.000590009,8.0724e-05,4.48502
70,210,4.49779,0.000220647,3.1027e-05,4.49805
120,470,4.49762,0.000341371,4.9083e-05,4.49801
410,10,4.4725,0.000167338,2.974e-05,4.4727
100,480,4.63842,0.00032798,3.6941e-05,4.63879
40,470,4.49776,0.000231451,3.275e-05,4.49802
50,30,4.50658,0.000165968,3.0616e-05,4.50677
450,140,4.48941,0.000375969,5.3709e-05,4.48984
390,310,4.49853,0.000689526,0.000100992,4.49932
380,290,4.55785,0.000651458,9.236e-05,4.5586
140,410,4.4669,0.000358727,5.0493e-05,4.46731
470,170,4.5005,0.000446507,6.6936e-05,4.50101
120,210,4.48514,0.000236709,3.317e-05,4.48541
120,450,4.50908,0.000354464,4.7622e-05,4.50949
200,300,0.0893263,0.000430804,5.3154e-05,0.0898103
460,260,4.55454,0.000687864,9.9128e-05,4.55533
320,70,4.4678,0.000238918,3.256e-05,4.46807
260,480,4.51125,0.000689439,0.00010081,4.51204
160,250,4.47977,0.000307014,3.7575e-05,4.48011
90,490,4.49193,0.000305514,4.0275e-05,4.49227
30,420,4.49422,0.000227456,3.2463e-05,4.49448
210,370,4.61792,0.000432413,6.4623e-05,4.61842
260,100,4.46035,0.000240672,2.9672e-05,4.46062
490,430,4.48581,0.00110993,0.000171453,4.4871
350,190,4.48364,0.000383315,5.6263e-05,4.48408
500,70,4.55537,0.00034253,6.5246e-05,4.55577
480,300,4.49821,0.000853727,0.000116666,4.49918
400,470,4.47598,0.00104127,0.000152501,4.47717
450,380,4.49171,0.000931491,0.000139232,4.49279
330,480,4.53183,0.000905369,0.000127148,4.53286
370,320,4.51885,0.000672611,9.7031e-05,4.51962
420,500,4.51368,0.00107835,0.000169457,4.51493
390,430,4.51917,0.00388228,0.000138286,4.52319
390,40,4.5196,0.000211174,3.0527e-05,4.51984
30,480,4.47134,0.000223403,3.0385e-05,4.47159
320,30,4.48829,0.000190728,3.2309e-05,4.48851
60,70,4.49251,0.000173513,3.0367e-05,4.49272
180,510,0.103664,0.000741392,0.000255448,0.104661
280,170,4.49295,0.000320984,4.3307e-05,4.49331
90,20,4.49371,0.000160616,2.946e-05,4.4939
70,300,4.48112,0.000238161,3.0734e-05,4.48139
